E	l@1.000	l@2.000	l@3.000	l@4.000
0.0149999999900099	5.477745263133951	6.289302881156183	5.903551479682504	4.5842793173293614
0.1663636362528371	5.419372462434083	6.179321311614203	5.772635225023158	4.475961312183625
0.3177272725156643	5.362583088768224	6.0713079829696985	5.644397774510718	4.370463391494738
0.4690909087784914	5.307216736528723	5.964998809498181	5.518548702684399	4.267518614608068
0.6204545450413187	5.253103382537407	5.860123381102271	5.394798860751873	4.166865593491577
0.7718181813041459	5.200060233255473	5.756401918039626	5.272857886983744	4.068246356215558
0.923181817566973	5.147887970247774	5.653541853689134	5.152431549854016	3.971404136204765
1.0745454538298003	5.096366234200322	5.551233948426145	5.033218863010594	3.876081039655278
1.2259090900926275	5.045248144470032	5.449147817024574	4.914908900433175	3.782015536169507
1.3772727263554547	4.9942535946011	5.346926725738941	4.797177226120483	3.688939707684703
1.528636362618282	4.943060990233936	5.244181481845104	4.679681834437233	3.5965761773882203
1.6799999988811092	4.891296998735131	5.140483196023799	4.562058473628765	3.5046346224654665
1.8313636351439362	4.838523752266168	5.035354644137674	4.443915194345332	3.412807750733693
1.9827272714067636	4.784222778186762	4.928259886662886	4.324825925111755	3.3207665893970755
2.1340909076695906	4.727774710211554	4.818591717606572	4.204322824560544	3.2281548913695652
2.285454543932418	4.668433545126434	4.705656405844536	4.081887091890731	3.1345824066307997
2.436818180195245	4.605293834928478	4.5886550557073456	3.956937826944912	3.0396166867879515
2.5881818164580723	4.537248723954757	4.4666607458714065	3.8288184120601723	2.94277298142203
2.7395454527208996	4.462936140535209	4.338590403670431	3.6967797293115106	2.843501631495198
2.890909088983727	4.3806697365800575	4.2031701389482405	3.559959315228141	2.741172147770518
3.042272725246554	4.288350388028163	4.058892513953192	3.4173552722337575	2.635052849506334
3.1936363615093812	4.183353388994554	3.9039640090820904	3.2677933781726294	2.524284481322039
3.344999997772208	4.062386306936384	3.736240865423445	3.1098853331267953	2.4078455447807823
3.4963636340350353	3.9213137596749847	3.5531517779310784	2.9419754248513144	2.284506045163147
3.647727270297862	3.754950169711404	3.3516070731414294	2.762072059088535	2.152764741503838
3.7990909065606893	3.5568341044611302	3.1278970688399568	2.567759614190569	2.0107624112859113
3.950454542823517	3.3190267177816124	2.8775894475285955	2.3560851171211437	1.8561593949403747
4.101818179086345	3.032038781416589	2.59545126715715	2.1234139181807685	1.6859584274166617
4.253181815349171	2.685116661020428	2.275455632605457	1.8652507676665908	1.4962407908728903
4.404545451611998	2.2673598230277907	1.9110087166874203	1.5760332752714656	1.2817592616681954
4.555909087874825	1.7705814955989427	1.495706428706525	1.248942530416321	1.0352809831884247
4.707272724137653	1.1955938446624494	1.0253734715164593	0.8759116839981359	0.7464566365740747
4.85863636040048	0.5653530179958629	0.5036297885844503	0.4486109869859978	0.39964910329437603
5.009999996663307	0.03838603574845068	0.03845604325390159	0.03852303225359715	0.03858691441290808
5.161363632926134	1.1001399894511992	1.1570747905790246	1.2086051684035044	1.2516908717267528
5.3127272691889615	2.8438367548743604	3.2480515187588312	3.643021814333126	3.9626452173465188
5.464090905451789	5.088146897893332	6.520943076093606	8.17466832478064	9.555849300074577
5.615454541714615	7.537728201335452	11.127312412412188	16.48764071342747	21.511055813921022
5.766818177977443	9.84210531766124	16.926902471870847	31.91739205203209	49.73466399633418
5.9181818142402705	11.726659759660993	23.287564204458004	60.82741353541774	128.82940191980566
6.069545450503098	13.071116770028956	29.149029741193573	112.50855527863027	404.599650880351
6.220909086765924	13.895006905477638	33.4846860348836	184.92382747535498	965.5164596073973
6.372272723028752	14.294175296852119	35.82154651941962	231.1302258147631	546.5020695849644
6.523636359291579	14.382869263946281	36.3369488572029	211.733513619045	252.1969421293108
6.674999995554406	14.261987131853797	35.557087564375365	165.063171946413	144.3434084832052
6.826363631817233	14.008859115614138	34.027998774136066	124.93514425955118	96.07749042694897
6.977727268080061	13.67817047668919	32.1588980571971	96.5903756047329	70.35741486214734
7.129090904342887	13.30668744362127	30.20556181556343	77.10048173942992	54.88694417389161
7.280454540605715	12.91825958427858	28.308166318095243	63.427545621088555	44.749860248379285
7.431818176868543	12.52789029104999	26.533691187773154	53.53184713037279	37.676408469034904
7.583181813131369	12.144705246118631	24.90723553957559	46.14205510431446	32.498856465349796
7.734545449394197	11.774000464982604	23.431713412925596	40.46485074663008	28.564358038655726
7.8859090856570235	11.418613314660547	22.09924548867229	35.99375327615314	25.483237124266367
8.03727272191985	11.079824859083411	20.897402690564892	32.39605592645478	23.010309937284923
8.188636358182679	10.7579478622077	19.81247365059665	29.446850935134755	20.984480457973547
8.339999994445506	10.452707456030346	18.831080140128037	26.989961513295476	19.29600419822104
8.491363630708332	10.163486218810625	17.94090205304358	24.91424639889515	17.867793632455506
8.64272726697116	9.889480941494323	17.130936367567173	23.13884428048006	16.644259176432392
8.794090903233988	9.629801977656253	16.391521920313906	21.603742601888257	15.584390854473334
8.945454539496813	9.38353530078508	15.714254508815799	20.263598805227492	14.657325970115762
9.096818175759642	9.149780371688939	15.091857871995279	19.083598425763718	13.839426823074692
9.248181812022468	8.9276723567694	14.518044016049837	18.036619292251803	13.112304677804032
9.399545448285295	8.716394273400624	13.987379074452182	17.10125196398551	12.461453245462973
9.550909084548124	8.515182708495018	13.495161718367685	16.26039310667627	11.875284520745476
9.70227272081095	8.323329495986075	13.037316380195588	15.500229569674831	11.344436123398909
9.853636357073777	8.140180913312317	12.610301192798651	14.80949358833092	10.86126551158333
10.004999993336606	7.965135414428058	12.21102946915254	14.178909191318345	10.419475143012757
10.156363629599431	7.797640559408343	11.836803143091414	13.600775475564888	10.013830905380015
10.307727265862258	7.637189564795381	11.485256529648753	13.068649213622574	9.63994797694363
10.459090902125087	7.483317743045837	11.154308863719713	12.577100479545855	9.294126107855124
10.610454538387913	7.335598996677017	10.842124242904758	12.121522591073981	8.973221581693721
10.76181817465074	7.19364246514857	10.547077785071258	11.697982904850333	8.674546719525773
10.913181810913567	7.057089378374774	10.267726989203194	11.30310465654968	8.395790289106866
11.064545447176394	6.925610142220678	10.002787448856497	10.93397262054086	8.134953940906714
11.215909083439222	6.7989016631847825	9.751112207477844	10.588057210563358	7.890301046036163
11.367272719702049	6.676684908227794	9.511674164030351	10.263152978349403	7.660315214879052
11.518636355964876	6.558702689037232	9.283551037505235	9.957328442960952	7.443666434068317
11.669999992227703	6.444717656354506	9.065912482315627	9.6688849037416	7.239183244740823
11.82136362849053	6.334510488281323	8.858009015698833	9.396322426170078	7.045829745949699
11.972727264753358	6.227878256020503	8.659162475371918	9.138311592946678	6.862686478022882
12.124090901016187	6.12463295081856	8.468757772815994	8.893669918010007	6.688934445738803
12.275454537279012	6.02460015665024	8.286235746440466	8.661342054363505	6.523841697698634
12.42681817354184	5.927617854209441	8.111086950962855	8.440383105975537	6.36675199862707
12.578181809804667	5.8335353429117465	7.94284624584728	8.229944492992033	6.21707522455358
12.729545446067494	5.742212268783396	7.781088067578684	8.029261927889461	6.074279183524544
12.880909082330321	5.653517747256732	7.625422288732198	7.837645145269972	5.937882621559993
13.032272718593148	5.567329570980374	7.475490581900095	7.654469095178951	5.807449218636291
13.183636354855976	5.483533493765892	7.330963219113237	7.479166363179432	5.68258241527829
13.334999991118803	5.402022582724369	7.1915362478852	7.31122062302553	5.5629209389454894
13.48636362738163	5.322696631493603	7.056928993784578	7.150160961982774	5.448134922366721
13.637727263644456	5.245461628221582	6.926881846799214	6.995556946440342	5.337922524519232
13.789090899907285	5.170229272659328	6.801154294942604	6.847014317834162	5.232006979987178
13.940454536170112	5.096916537330976	6.679523173765526	6.704171227121682	5.130134014690351
14.091818172432939	5.025445268297405	6.561781104839355	6.566694930954811	5.032069576005071
14.243181808695766	4.9557418215178455	6.447735100007322	6.434278884943062	4.93759783354503
14.394545444958592	4.887736731247973	6.3372053113655005	6.3066401794990306	4.846519413675996
14.545909081221419	4.8213644072981126	6.230023909629637	6.183517272121497	4.758649836477371
14.697272717484248	4.756562858317273	6.126034075841994	6.064667976922839	4.673818128554375
14.848636353747075	4.693273438571843	6.0250890933372085	5.949867678005911	4.591865589019848
14.999999990009902	4.631440615957174	5.927051528569873	5.838907738148741	4.512644689244411
